OTU,week,n
Patescibacteria,week_12,0.017515179822512845
Patescibacteria,week_13,0.47792309961648144
Patescibacteria,week_14,0.20703125
Patescibacteria,week_15,0
Patescibacteria,week_16,0.01371957194935518
Patescibacteria,week_17,0
Patescibacteria,week_18,0.038872691933916424
Patescibacteria,week_19,0
Patescibacteria,week_20,0
Patescibacteria,week_21,0
Patescibacteria,week_22,0
Patescibacteria,week_23,0
Planctomycetota,week_1,0
Planctomycetota,week_2,0
Planctomycetota,week_3,0.04776989993463066
Planctomycetota,week_4,0
Planctomycetota,week_5,0.019515241403536162
Planctomycetota,week_6,0
Planctomycetota,week_7,0
Planctomycetota,week_8,0
Planctomycetota,week_9,0.029214708631972577
Planctomycetota,week_10,0.01557389814670612
Planctomycetota,week_11,0.12559511639454393
Planctomycetota,week_12,0
Planctomycetota,week_13,0.4621890058019471
Planctomycetota,week_14,0.009765625
Planctomycetota,week_15,0
Planctomycetota,week_16,0.19011406844106463
Planctomycetota,week_17,0.027202953463518895
Planctomycetota,week_18,0.019436345966958212
Planctomycetota,week_19,0
Planctomycetota,week_20,0
Planctomycetota,week_21,0
Planctomycetota,week_22,0
Planctomycetota,week_23,0
Proteobacteria,week_1,37.1208868417971
Proteobacteria,week_2,43.498997449823825
Proteobacteria,week_3,37.97958465329109
Proteobacteria,week_4,38.35042301844126
Proteobacteria,week_5,38.532844151282156
Proteobacteria,week_6,69.63520251946461
Proteobacteria,week_7,73.71776184090335
Proteobacteria,week_8,93.4348831335367
Proteobacteria,week_9,81.62589591773138
Proteobacteria,week_10,76.61189845818409
Proteobacteria,week_11,40.856383444811165
Proteobacteria,week_12,65.84929160828274
Proteobacteria,week_13,55.08506244468483
Proteobacteria,week_14,56.6640625
Proteobacteria,week_15,85.06450610087822
Proteobacteria,week_16,59.303829720512724
Proteobacteria,week_17,85.43281842028563
Proteobacteria,week_18,95.43051506316812
Proteobacteria,week_19,95.76047252661849
Proteobacteria,week_20,93.29706625218573
Proteobacteria,week_21,94.59357057503425
Proteobacteria,week_22,92.0568306010929
Proteobacteria,week_23,81.45996463753474
Verrucomicrobiota,week_1,0.197119325500605
Verrucomicrobiota,week_2,0.017520294340944927
Verrucomicrobiota,week_3,0.4701563835671544
Verrucomicrobiota,week_4,0.007797574954189247
Verrucomicrobiota,week_5,0.1092853518598025
Verrucomicrobiota,week_6,0.024057387805091417
Verrucomicrobiota,week_7,0
Verrucomicrobiota,week_8,0.007771668382910101
Verrucomicrobiota,week_9,0.04090059208476161
Verrucomicrobiota,week_10,0
Verrucomicrobiota,week_11,0.011683266641352923
Verrucomicrobiota,week_12,0.046707146193367584
Verrucomicrobiota,week_13,0.2517455010325499
Verrucomicrobiota,week_14,0.1484375
Verrucomicrobiota,week_15,0
Verrucomicrobiota,week_16,0.09799694249539415
Verrucomicrobiota,week_17,0
Verrucomicrobiota,week_18,0
Verrucomicrobiota,week_19,0
Verrucomicrobiota,week_20,0
Verrucomicrobiota,week_21,0
Verrucomicrobiota,week_22,0
Verrucomicrobiota,week_23,0
